epoch,train_loss,train_token_acc,val_loss,val_token_acc,val_exact_match,lr
1,3.687392619148223,0.5010925703618669,2.6377785576964325,0.531001718679689,0.0625462073044507,0.0001
2,3.0861334211370917,0.5492582896593264,2.1873294205035805,0.5735707690693298,0.1437971314505397,0.0001
3,2.8613873058208554,0.5773015727241105,2.0188139058508963,0.5919563278274717,0.18172408694366404,0.0001
4,2.737266832805117,0.5940482014385925,1.8989913845961948,0.6057449292461827,0.2079698358716546,0.0001
5,2.64607786060719,0.6068536389304081,1.8126546847370435,0.6131761748835726,0.22467839716102322,0.0001
6,2.5737654996439945,0.6159161500927967,1.745610311908542,0.6227055006432083,0.23806003252994234,0.0001
7,2.514629547727101,0.6238974923921153,1.6846065549355633,0.6310539678582605,0.25521218394203754,0.0001
8,2.467853448716654,0.630066124487741,1.6530387682734795,0.6351331795723933,0.2616442407215733,0.0001
9,2.430272235876001,0.6363310434633568,1.6044414886888467,0.6438829395568596,0.2796096406920006,0.0001
10,2.3940254725485,0.6410929495099732,1.5768477393771119,0.6476609546620891,0.2876681945882005,0.0001
11,2.3626844231579023,0.6466396824626934,1.553934060740021,0.6507747072093891,0.2935087978707674,0.0001
12,2.3347287295768417,0.6508579807194079,1.5344560882955227,0.6529503009229336,0.29957119621469763,0.0001
13,2.309176077580466,0.6551987208042674,1.5069528773145855,0.6592958943461472,0.3086647937305929,0.0001
14,2.2852324938224235,0.6583507632729854,1.4877223473674845,0.6627878375210852,0.31820198136921485,0.0001
15,2.265477722738707,0.6621552250710977,1.4731922914397042,0.6635274037999926,0.3206417270442111,0.0001
16,2.245406344189297,0.6660276569959188,1.454425812892194,0.6657813076140746,0.3254472867070827,1e-06
17,2.2047869251156476,0.6741207528932076,1.4267255866302635,0.6736559963451242,0.3408990093153926,1e-06
18,2.173899897451869,0.6801777819710184,1.4036545191171035,0.6780021879470574,0.34703533934644387,1e-06
19,2.15051551812644,0.6852958937991237,1.3850691127327253,0.6806749330376679,0.3535413278131007,1e-06
20,2.130151925532512,0.6903713528113137,1.3759601954019294,0.682907020145992,0.3590862043471832,1e-06
21,2.111327923803482,0.6937075932303665,1.3607378039719924,0.6867363317957464,0.3650746710039923,1e-06
22,2.092705831874552,0.6989087903379759,1.3529389587775715,0.6871686296642951,0.3676622800532308,1e-06
23,2.0762000757163266,0.7018636832358497,1.3471845992893543,0.6889090611124938,0.3711370693479225,1e-06
24,2.0588077032516723,0.7061800249295429,1.3332587570514318,0.6925943864966339,0.37853023806003255,1e-06
25,2.043530640342685,0.7086816234112068,1.323614944545728,0.6927403596774587,0.3790477598698802,1e-06
26,2.028976038177644,0.7119645012827895,1.321273627989697,0.6960837739818501,0.38511015821381045,1e-06
27,2.0125017191516372,0.7166598519934908,1.3151825143481202,0.6966083350608934,0.38651486026911136,1e-06
28,1.998029633995205,0.7198163744333156,1.3046240308937036,0.6980289071798325,0.38836315244713887,1e-06
29,1.9832194559959038,0.7228894007410402,1.3061683574375116,0.6981341627971182,0.3905811030607719,1e-06
30,1.96923152904127,0.7272438684699805,1.3041821732273642,0.6986926667532831,0.3902114446251663,1e-06
